Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,order-year,order-month,order-day,order-quarter,order-dayofweek,order_weekofyear,shipping-days,profit-margin,high_discount,sales-per-quantity,customer_order_frequency,regional_avg_sales,product_order_frequency,category_encoded,segment_encoded,previous_sales,rolling_sales_mean
CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067,2014,12,30,4,1,1,2,36.25,0,4.328,24,215.77266069737408,3,1,1,551.985,181.7147142857143
CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2014,12,30,4,1,1,2,30.0,0,23.992,24,215.77266069737408,15,2,1,12.984,141.60157142857142
US-2014-115189,2014-12-30,2015-01-03,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,2014,12,30,4,1,1,4,-36.666666666666664,1,174.588,5,238.3361095505618,7,0,1,47.984,211.36100000000002
CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536,2014,12,30,4,1,1,5,29.000000000000004,0,3.28,9,215.77266069737408,6,1,1,523.764,212.44014285714283
CA-2014-138072,2014-12-30,2015-01-03,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,2,0.2,6.992,2014,12,30,4,1,1,4,25.0,0,13.984,22,238.3361095505618,4,2,0,9.84,185.35214285714284
US-2014-115189,2014-12-30,2015-01-03,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,6,0.4,-50.3928,2014,12,30,4,1,1,4,-20.0,1,41.994,5,238.3361095505618,6,2,1,27.968,203.78414285714285
CA-2014-150245,2014-12-31,2015-01-04,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,13601,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686,2014,12,31,4,2,1,4,12.5,0,224.78400000000002,5,238.3361095505618,6,0,1,251.964,349.7131428571429
US-2014-143231,2014-12-31,2015-01-03,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.384,2014,12,31,4,2,1,3,37.0,0,12.64,12,238.3361095505618,6,0,2,1573.488,356.88685714285714
CA-2014-127383,2014-12-31,2015-01-05,Standard Class,CM-11815,Candace McMahon,Corporate,United States,El Paso,Texas,79907,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,49.568,2,0.2,17.9684,2014,12,31,4,2,1,5,36.25,0,24.784,10,215.77266069737408,4,1,1,63.2,357.11314285714286
CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0.0,11.5752,2014,12,31,4,2,1,4,39.0,0,4.24,16,215.77266069737408,6,1,1,49.568,286.5297142857143
CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0.0,16.1602,2014,12,31,4,2,1,4,34.0,0,6.79,16,215.77266069737408,4,2,1,29.68,291.91400000000004
US-2014-133949,2014-12-31,2014-12-31,Same Day,JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,475.944,7,0.2,59.493,2014,12,31,4,2,1,0,12.5,0,67.992,7,226.49323275054635,7,2,2,47.53,355.9105714285714
CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3,0.0,11.4741,2014,12,31,4,2,1,1,32.99999999999999,0,11.590000000000002,11,238.3361095505618,5,2,1,475.944,324.8828571428572
US-2014-143231,2014-12-31,2015-01-03,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,3,0.0,27.3528,2014,12,31,4,2,1,3,24.0,0,37.99,12,238.3361095505618,6,2,2,34.77,116.38028571428572
CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0.0,8.694,2014,12,31,4,2,1,1,46.00000000000001,0,6.3,11,238.3361095505618,5,1,1,113.97,110.05171428571428
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,0.0,78.6508,2014,12,31,4,2,1,7,23.000000000000004,0,170.98,20,238.3361095505618,5,0,2,18.9,151.82199999999997
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",605.88,6,0.0,151.47,2014,12,31,4,2,1,7,25.0,0,100.98,20,238.3361095505618,9,0,2,341.96,234.13628571428572
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.632,2014,12,31,4,2,1,7,44.0,0,421.95,20,238.3361095505618,15,2,2,605.88,468.4605714285714
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,4,0.0,91.9508,2014,12,31,4,2,1,7,47.0,0,48.91,20,238.3361095505618,5,1,2,1687.8,428.4171428571429
CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3,0.0,7.0218,2014,12,31,4,2,1,7,47.0,0,4.9799999999999995,20,238.3361095505618,6,1,2,195.64,425.5842857142857
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,2015,1,2,1,4,1,7,-80.0,1,132.0,18,238.3361095505618,2,2,1,14.94,579.0171428571429
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2015,1,2,1,4,1,2,26.0,0,42.76,19,238.3361095505618,8,1,1,1188.0,588.5342857142857
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,3,0.0,2.6568,2015,1,2,1,4,1,2,27.0,0,3.28,19,238.3361095505618,3,1,1,85.52,541.0885714285714
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,2015,1,2,1,4,1,7,5.0,0,44.792,18,238.3361095505618,9,2,1,9.84,467.332
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,3,0.0,9.6192,2015,1,2,1,4,1,2,48.0,0,6.68,19,238.3361095505618,6,1,1,89.584,229.0805714285714
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,2015,1,2,1,4,1,7,-54.0,1,90.49,18,238.3361095505618,7,0,1,20.04,265.7677142857143
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,2015,1,2,1,4,1,7,37.50000000000001,0,11.84,18,238.3361095505618,7,1,1,452.45,267.01628571428574
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958,2015,1,2,1,4,1,7,-23.333333333333332,1,20.994,18,238.3361095505618,4,2,1,23.68,106.29942857142858
CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,398.4,5,0.2,84.66,2015,1,3,1,5,1,5,21.25,0,79.67999999999999,8,215.77266069737408,6,2,0,62.982,150.9965714285714
CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10001246,Office Supplies,Art,Newell 317,7.056,3,0.2,0.7938,2015,1,3,1,5,1,5,11.249999999999998,0,2.352,8,215.77266069737408,7,1,0,398.4,150.59885714285716
CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,2015,1,3,1,5,1,5,-32.35294117647059,1,150.2664,8,215.77266069737408,6,0,0,7.056,331.00079999999997
CA-2015-121097,2015-01-03,2015-01-08,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288,2015,1,3,1,5,1,5,35.0,0,5.184,17,215.77266069737408,7,1,1,1352.3976,329.6190857142857
CA-2015-104241,2015-01-04,2015-01-09,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,0.0,69.1992,2015,1,4,1,6,1,5,36.00000000000001,0,13.73,21,241.80364506172842,14,0,1,10.368,292.4433714285714
CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0.0,15.5232,2015,1,4,1,6,1,6,47.99999999999999,0,10.780000000000001,28,215.77266069737408,12,1,1,192.22,293.68051428571425
CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,2015,1,4,1,6,1,6,50.0,0,7.9799999999999995,28,215.77266069737408,7,1,1,32.34,290.3830857142857
CA-2015-108588,2015-01-05,2015-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,New York City,New York,10009,East,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,2015,1,5,1,0,2,5,47.0,0,8.74,8,238.3361095505618,8,1,1,39.9,235.96594285714286
CA-2015-108588,2015-01-05,2015-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,2,0.2,4.6088,2015,1,5,1,0,2,5,35.0,0,6.584,8,238.3361095505618,5,1,1,17.48,236.8390857142857
CA-2015-154970,2015-01-05,2015-01-10,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,0.2,-6.9282,2015,1,5,1,0,2,5,-11.25,0,61.584,12,226.49323275054635,10,0,2,13.168,52.43714285714286
CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,James Lanier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,56.16,6,0.2,17.55,2015,1,5,1,0,2,5,31.250000000000007,0,9.36,7,226.49323275054635,5,1,2,61.584,58.97885714285714
CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,James Lanier,Home Office,United States,San Francisco,California,94110,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36,6,0.0,23.5872,2015,1,5,1,0,2,5,27.0,0,14.56,7,226.49323275054635,8,1,2,56.16,43.99885714285715
CA-2015-108588,2015-01-05,2015-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,2015,1,5,1,0,2,5,25.999999999999996,0,19.84,8,238.3361095505618,7,1,1,87.36,47.88171428571429
CA-2015-149636,2015-01-06,2015-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,5,0.2,9.25,2015,1,6,1,1,2,6,31.25,0,5.92,24,226.49323275054635,6,1,1,59.52,46.41028571428571
CA-2015-149636,2015-01-06,2015-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,2,0.7,-1.3566,2015,1,6,1,1,2,6,-70.0,1,0.969,24,226.49323275054635,8,1,1,29.6,44.19
CA-2015-119480,2015-01-09,2015-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,3,0.0,45.7632,2015,1,9,1,4,2,4,27.999999999999996,0,54.48,12,241.80364506172842,10,1,0,1.938,65.65742857142858
CA-2015-119480,2015-01-09,2015-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0.0,24.2285,2015,1,9,1,4,2,4,47.0,0,10.309999999999999,12,241.80364506172842,5,1,0,163.44,64.224
CA-2015-119480,2015-01-09,2015-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,2015,1,9,1,4,2,4,47.0,0,35.44,12,241.80364506172842,12,1,0,51.55,71.38971428571429
CA-2015-119480,2015-01-09,2015-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,2,0.0,11.1176,2015,1,9,1,4,2,4,26.0,0,21.38,12,241.80364506172842,3,1,0,106.32,65.01828571428571
US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,Michael Moore,Consumer,United States,New York City,New York,10011,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048,2015,1,10,1,5,2,5,-36.666666666666664,1,254.526,16,238.3361095505618,7,0,0,42.76,201.95885714285714
CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.118,3,0.4,-21.4236,2015,1,12,1,0,3,5,-20.0,1,35.705999999999996,9,238.3361095505618,4,2,1,1018.104,213.03285714285715
CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.384,2,0.2,2.2066,2015,1,12,1,0,3,5,21.25,0,5.192,9,238.3361095505618,2,2,1,107.118,214.23942857142856
CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,2015,1,12,1,0,3,5,15.0,0,5.184,9,238.3361095505618,6,1,1,10.384,192.37199999999999
CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,235.188,2,0.4,-43.1178,2015,1,12,1,0,3,5,-18.333333333333336,1,117.594,9,238.3361095505618,9,2,1,10.368,218.606
CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,26.376,4,0.4,2.6376,2015,1,12,1,0,3,5,10.0,1,6.594,9,238.3361095505618,2,2,1,235.188,207.18542857142856
CA-2015-156755,2015-01-12,2015-01-18,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0.0,120.9468,2015,1,12,1,0,3,6,26.0,0,155.06,12,238.3361095505618,9,1,1,26.376,267.53114285714287
CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028,2015,1,13,1,1,3,4,35.0,0,23.336,11,226.49323275054635,9,1,0,465.18,132.08885714285714
CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,2015,1,13,1,1,3,4,49.00000000000001,0,19.4,11,226.49323275054635,6,0,0,70.008,127.87199999999999
CA-2015-169677,2015-01-13,2015-01-15,Second Class,KS-16300,Karen Seio,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2,0.0,4.8118,2015,1,13,1,1,3,2,49.0,0,4.91,4,241.80364506172842,6,1,1,77.6,127.79142857142857
CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0.0,92.97,2015,1,13,1,1,3,4,20.0,0,51.650000000000006,11,226.49323275054635,3,0,0,9.82,192.71742857142857
CA-2015-151547,2015-01-17,2015-01-23,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Bartlett,Tennessee,38134,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.008,2015,1,17,1,5,3,6,11.25,0,11.12,8,241.80364506172842,7,1,0,464.85,171.82771428571428
CA-2015-152681,2015-01-17,2015-01-22,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0.0,2.004,2015,1,17,1,5,3,5,30.0,0,3.34,18,238.3361095505618,8,1,1,88.96,169.01399999999998
US-2015-101399,2015-01-17,2015-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614,2015,1,17,1,5,3,7,-122.49999999999999,1,36.392,8,215.77266069737408,5,0,2,6.68,138.9517142857143
CA-2015-141250,2015-01-19,2015-01-23,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,199.304,4,0.3,-8.5416,2015,1,19,1,0,4,4,-4.285714285714286,1,49.826,4,215.77266069737408,8,0,0,254.744,157.42257142857144
CA-2015-141250,2015-01-19,2015-01-23,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,102.438,1,0.3,-13.1706,2015,1,19,1,0,4,4,-12.857142857142856,1,102.438,4,215.77266069737408,5,0,0,199.304,160.97085714285714
CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,0.0,6.8714,2015,1,23,1,4,4,4,47.0,0,7.31,11,226.49323275054635,2,1,2,102.438,161.65657142857143
CA-2015-119214,2015-01-23,2015-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3,0.0,13.9392,2015,1,23,1,4,4,4,48.0,0,9.68,11,226.49323275054635,5,1,2,14.62,99.39800000000001
CA-2015-128958,2015-01-24,2015-01-28,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,West Palm Beach,Florida,33407,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,5,0.2,2.132,2015,1,24,1,5,4,4,16.25,0,2.6239999999999997,7,241.80364506172842,11,1,2,29.04,88.56371428571428
CA-2015-109603,2015-01-26,2015-02-01,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Moreno Valley,California,92553,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8,0.0,84.0512,2015,1,26,1,0,5,6,46.0,0,22.84,16,226.49323275054635,6,1,1,13.12,113.7122857142857
CA-2015-164777,2015-01-27,2015-01-29,First Class,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0.2,0.0,2015,1,27,1,1,5,2,0.0,0,560.784,12,226.49323275054635,8,0,0,182.72,477.8802857142858
CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,2015,1,27,1,1,5,2,-30.0,1,90.993,32,238.3361095505618,9,0,0,2803.92,475.40628571428573
CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,4,0.4,-100.7944,2015,1,27,1,1,5,2,-23.333333333333332,1,107.994,32,238.3361095505618,8,2,0,181.986,522.4831428571429
CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37,1,0.4,-36.253,2015,1,27,1,1,5,2,-23.333333333333332,1,155.37,32,238.3361095505618,4,2,0,431.976,542.5902857142858
CA-2015-116638,2015-01-28,2015-01-31,Second Class,JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,13,0.4,-1862.3124,2015,1,28,1,2,5,3,-43.33333333333333,1,330.588,14,241.80364506172842,5,0,0,155.37,1152.3908571428572
CA-2015-145401,2015-01-30,2015-02-04,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064,2015,1,30,1,4,5,5,35.0,0,2.384,16,215.77266069737408,2,1,0,4297.644,1152.5600000000002
CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,2015,1,30,1,4,5,7,11.249999999999998,0,639.9920000000001,11,226.49323275054635,4,2,0,14.304,1400.7394285714288
CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,0.0,81.8496,2015,1,30,1,4,5,7,35.99999999999999,0,32.480000000000004,11,226.49323275054635,7,0,0,1919.976,1032.6594285714286
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,2015,1,31,1,5,5,5,47.99999999999999,0,6.48,22,215.77266069737408,7,1,0,227.36,1008.5128571428573
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,2015,1,31,1,5,5,5,49.00000000000001,0,16.48,22,215.77266069737408,10,1,0,12.96,951.5105714285717
